policy_id,customer_id,agent_id,product_id,effective_date,term_years,expiration_date,canceled_flag,status,annual_premium_usd,deductible_usd,life_face_amount_usd,life_insured_age
732,406,18,3,2024-10-15,3,2027-10-15,False,active,109.73,315,,
733,113,0,2,2007-01-07,2,2009-01-06,False,expired,1919.56,1746,,
734,346,26,6,2018-12-09,2,2020-12-08,False,expired,456.96,160,,
735,160,25,1,2019-05-12,2,2021-05-11,False,expired,24039.22,1237,,
736,98,27,4,2019-03-20,1,2020-03-19,False,expired,1136.84,476,,
737,229,1,1,2023-04-20,2,2025-04-19,False,expired,1167.09,625,,
738,144,4,1,2010-08-23,2,2012-08-22,False,expired,640.09,961,,
739,427,38,1,2021-10-23,2,2023-10-23,False,expired,1946.02,938,,
740,221,38,3,2017-04-04,2,2019-04-04,False,expired,6290.01,397,,
741,445,10,2,2006-05-21,2,2008-05-20,False,expired,8541.71,1735,,
742,247,26,1,2020-08-05,1,2021-08-05,False,expired,30958.42,940,,
743,323,32,1,2009-04-03,2,2011-04-03,False,expired,805.73,851,,
744,84,16,1,2015-06-24,1,2016-06-23,False,expired,2832.08,938,,
745,392,17,2,2021-11-20,3,2024-11-19,False,expired,466.97,1613,,
746,437,8,1,2021-04-13,1,2022-04-13,False,expired,4172.29,567,,
747,436,30,1,2006-12-29,2,2008-12-28,False,expired,2686.24,784,,
748,411,32,1,2019-03-03,1,2020-03-02,False,expired,986.97,1232,,
749,453,36,2,2014-08-06,1,2015-08-06,False,expired,8976.51,763,,
750,68,11,1,2005-10-04,3,2008-10-03,False,expired,3264.19,761,,
751,406,39,1,2019-10-01,1,2020-09-30,False,expired,51752.55,316,,
752,342,4,2,2012-07-21,3,2015-07-21,False,expired,1669.16,1855,,
753,439,26,2,2016-07-11,2,2018-07-11,False,expired,2761.42,1772,,
754,248,31,1,2019-07-07,1,2020-07-06,False,expired,5282.95,752,,
755,442,28,1,2012-08-22,2,2014-08-22,False,expired,498.63,973,,
756,60,9,5,2022-04-12,1,2023-04-12,False,expired,373.01,1147,,
757,482,4,1,2010-05-08,1,2011-05-08,False,expired,1828.78,878,,
758,489,1,2,2019-01-18,1,2020-01-18,False,expired,236.74,1134,,
759,253,28,4,2024-04-17,1,2025-04-17,False,expired,14926.98,467,,
760,7,39,1,2024-03-22,1,2025-03-22,False,expired,2584.96,599,,
761,160,34,2,2017-12-14,2,2019-12-14,False,expired,683.03,1212,,
762,228,18,1,2009-08-18,2,2011-08-18,False,expired,136.39,543,,
763,81,14,1,2006-10-01,1,2007-10-01,False,expired,5319.79,498,,
764,57,0,2,2006-03-01,1,2007-03-01,False,expired,5533.54,2106,,
765,137,2,2,2017-04-14,1,2018-04-14,False,expired,139.47,2171,,
766,147,11,2,2016-12-27,2,2018-12-27,False,expired,4708.05,2264,,
767,317,13,1,2014-12-22,1,2015-12-22,False,expired,1902.43,787,,
768,493,13,2,2019-09-28,1,2020-09-27,False,expired,1037.57,987,,
769,120,20,2,2007-08-09,2,2009-08-08,False,expired,37653.0,2257,,
770,121,35,2,2025-01-26,1,2026-01-26,False,active,6450.61,984,,
771,213,39,2,2008-08-14,1,2009-08-14,False,expired,2905.09,1957,,
772,14,6,3,2008-04-18,2,2010-04-18,False,expired,1382.56,603,,
773,202,35,3,2018-08-30,1,2019-08-30,False,expired,116.75,497,,
774,298,35,3,2019-09-24,1,2020-09-23,False,expired,108.89,476,,
775,33,13,2,2008-08-29,1,2009-08-29,False,expired,439.43,2122,,
776,116,7,1,2022-02-08,3,2025-02-07,False,expired,664.35,477,,
777,330,31,1,2021-03-13,3,2024-03-12,False,expired,3104.85,652,,
778,238,30,1,2016-01-26,1,2017-01-25,False,expired,499.75,671,,
779,365,29,3,2014-06-27,1,2015-06-27,False,expired,193.52,522,,
780,154,22,2,2009-03-15,1,2010-03-15,False,expired,596.5,2304,,
781,30,28,1,2021-11-18,2,2023-11-18,False,expired,2726.37,845,,
782,160,9,5,2006-02-20,1,2007-02-20,False,expired,108.11,675,,
783,444,0,3,2023-05-10,1,2024-05-09,False,expired,109.67,542,,
784,122,7,4,2020-04-07,1,2021-04-07,True,expired,144.93,1041,,
785,138,18,1,2005-09-17,2,2007-09-17,False,expired,61.03,558,,
786,358,16,1,2010-05-27,1,2011-05-27,False,expired,4993.58,699,,
787,303,1,2,2011-05-31,3,2014-05-30,False,expired,1394.33,1920,,
788,266,16,2,2016-05-31,1,2017-05-31,True,expired,1186.97,2461,,
789,48,6,4,2021-05-24,1,2022-05-24,False,expired,894.21,1011,,
790,51,11,2,2019-02-25,2,2021-02-24,False,expired,271.01,618,,
791,425,30,1,2008-08-09,3,2011-08-09,False,expired,6278.79,307,,
792,73,2,1,2014-04-26,1,2015-04-26,False,expired,964.86,1078,,
793,412,16,4,2011-08-07,1,2012-08-06,False,expired,669.17,466,,
794,232,4,4,2021-10-09,1,2022-10-09,False,expired,550.35,623,,
795,33,27,2,2011-03-20,1,2012-03-19,False,expired,763.96,2383,,
796,45,12,2,2009-02-12,2,2011-02-12,False,expired,993.4,2339,,
797,248,11,1,2024-04-24,2,2026-04-24,False,active,2240.58,994,,
798,369,22,4,2007-10-25,3,2010-10-24,False,expired,1783.05,1020,,
799,469,0,2,2012-01-19,1,2013-01-18,False,expired,575.62,1156,,
800,118,24,1,2010-04-18,1,2011-04-18,False,expired,13292.61,602,,
801,289,9,2,2008-05-20,1,2009-05-20,True,expired,6378.26,878,,
802,112,31,1,2007-10-22,1,2008-10-21,False,expired,70.81,375,,
803,477,27,3,2025-02-28,1,2026-02-28,False,active,86.97,391,,
804,439,22,1,2009-02-22,1,2010-02-22,False,expired,4043.24,488,,
805,365,21,2,2005-11-23,1,2006-11-23,False,expired,1384.83,1065,,
806,477,5,2,2008-08-17,1,2009-08-17,False,expired,931.41,1890,,
807,449,22,2,2022-07-23,1,2023-07-23,False,expired,115.94,1993,,
808,199,10,2,2024-10-22,2,2026-10-22,False,active,16460.65,2440,,
809,116,17,3,2019-08-08,2,2021-08-07,False,expired,119.53,317,,
810,225,15,2,2014-09-13,2,2016-09-12,False,expired,346.65,1516,,
811,49,32,2,2007-01-25,3,2010-01-24,True,expired,15030.86,2288,,
812,155,16,2,2011-12-28,2,2013-12-27,True,expired,405.89,1673,,
813,379,34,3,2016-07-29,1,2017-07-29,False,expired,633.39,349,,
814,29,10,1,2016-04-07,2,2018-04-07,False,expired,171.35,640,,
815,205,9,1,2022-06-08,2,2024-06-07,False,expired,3630.18,443,,
816,476,19,1,2022-10-07,2,2024-10-06,False,expired,3673.01,687,,
817,329,25,2,2013-02-07,1,2014-02-07,False,expired,5181.96,727,,
818,452,13,3,2016-08-07,1,2017-08-07,False,expired,134.27,404,,
819,26,0,1,2021-10-24,2,2023-10-24,False,expired,7935.85,1235,,
820,298,12,3,2007-08-28,2,2009-08-27,False,expired,28.31,584,,
821,109,8,1,2024-05-20,1,2025-05-20,False,expired,623.27,479,,
822,404,28,1,2009-07-09,1,2010-07-09,False,expired,3704.46,1084,,
823,305,26,2,2023-07-28,2,2025-07-27,False,expired,906.57,1145,,
824,450,25,1,2006-03-22,2,2008-03-21,False,expired,40.99,539,,
825,390,16,2,2012-08-08,1,2013-08-08,True,expired,2589.39,832,,
826,143,1,2,2013-08-27,1,2014-08-27,False,expired,3588.82,1647,,
827,132,14,2,2012-09-25,1,2013-09-25,False,expired,29670.63,1778,,
828,253,32,3,2011-04-15,3,2014-04-14,False,expired,595.35,370,,
829,235,18,2,2016-06-07,4,2020-06-06,False,expired,5054.59,631,,
830,50,19,1,2013-01-17,1,2014-01-17,False,expired,2290.29,988,,
831,475,32,1,2006-10-17,1,2007-10-17,False,expired,3307.83,1245,,
832,48,16,2,2009-04-11,1,2010-04-11,False,expired,463.93,1036,,
833,140,0,1,2010-09-04,1,2011-09-04,False,expired,2642.2,1107,,
834,63,19,1,2023-12-09,3,2026-12-08,False,active,1657.05,472,,
835,72,10,2,2023-09-05,1,2024-09-04,False,expired,1417.61,1342,,
836,391,0,1,2018-02-24,1,2019-02-24,False,expired,1666.89,385,,
837,422,3,3,2017-06-14,2,2019-06-14,False,expired,457.64,224,,
838,350,24,1,2015-06-15,2,2017-06-14,False,expired,11321.96,594,,
839,257,4,3,2014-02-24,1,2015-02-24,False,expired,344.87,506,,
840,184,26,1,2020-01-21,2,2022-01-20,False,expired,6692.56,826,,
841,73,14,1,2022-07-03,1,2023-07-03,False,expired,8852.49,1159,,
842,168,21,3,2008-02-11,1,2009-02-10,False,expired,466.0,308,,
843,222,36,1,2015-06-19,2,2017-06-18,False,expired,8360.33,347,,
844,38,0,2,2013-05-29,1,2014-05-29,False,expired,709.08,1544,,
845,37,20,3,2007-04-17,3,2010-04-16,False,expired,209.16,553,,
846,270,9,4,2010-05-16,1,2011-05-16,False,expired,668.29,1010,,
847,376,9,2,2009-04-03,1,2010-04-03,False,expired,3536.68,2416,,
848,380,14,3,2020-11-01,1,2021-11-01,False,expired,1451.91,357,,
849,116,21,5,2009-12-07,2,2011-12-07,False,expired,226.46,1144,,
850,219,30,2,2012-01-06,1,2013-01-05,False,expired,876.89,1570,,
851,59,15,2,2008-02-12,1,2009-02-11,False,expired,3299.44,1744,,
852,187,32,3,2007-11-09,1,2008-11-08,False,expired,32.32,322,,
853,430,18,1,2023-04-13,2,2025-04-12,False,expired,100.06,647,,
854,153,15,1,2014-07-21,1,2015-07-21,False,expired,8041.05,586,,
855,420,39,3,2009-08-22,1,2010-08-22,False,expired,179.78,589,,
856,452,5,2,2014-01-06,1,2015-01-06,False,expired,474.41,680,,
857,232,24,2,2006-04-13,1,2007-04-13,False,expired,593.27,2290,,
858,3,25,3,2005-12-14,2,2007-12-14,False,expired,636.07,171,,
859,326,36,2,2007-02-28,1,2008-02-28,False,expired,6545.37,1763,,
860,316,6,2,2021-01-22,1,2022-01-22,False,expired,1275.69,2384,,
861,343,20,1,2015-01-05,3,2018-01-04,False,expired,782.15,345,,
862,17,12,1,2018-08-31,3,2021-08-30,False,expired,6956.26,564,,
863,50,14,3,2013-07-16,1,2014-07-16,False,expired,935.53,547,,
864,477,0,2,2006-02-23,2,2008-02-23,False,expired,7138.1,2319,,
865,486,19,2,2006-12-07,2,2008-12-06,False,expired,649.83,1507,,
866,130,37,1,2007-07-26,1,2008-07-25,False,expired,93.69,482,,
867,325,0,3,2015-11-19,1,2016-11-18,False,expired,1971.65,271,,
868,400,10,2,2012-10-30,1,2013-10-30,False,expired,634.06,2024,,
869,202,4,3,2025-04-02,3,2028-04-01,False,active,352.22,167,,
870,215,28,2,2025-02-10,1,2026-02-10,False,active,30260.87,1982,,
871,100,10,3,2010-11-05,3,2013-11-04,False,expired,282.94,279,,
872,379,14,2,2018-01-14,2,2020-01-14,False,expired,2140.72,1220,,
873,402,10,1,2021-08-12,3,2024-08-11,False,expired,1188.35,826,,
874,460,17,3,2022-11-06,1,2023-11-06,False,expired,203.46,160,,
875,148,4,4,2025-04-24,2,2027-04-24,False,active,4280.98,955,,
876,491,8,1,2024-05-06,2,2026-05-06,False,active,6075.62,1242,,
877,55,29,4,2022-02-06,1,2023-02-06,False,expired,4721.57,576,,
878,332,24,2,2008-02-27,1,2009-02-26,False,expired,517.36,1019,,
879,392,9,2,2024-03-11,1,2025-03-11,False,expired,38413.56,1567,,
880,350,13,2,2024-07-09,1,2025-07-09,False,expired,2585.51,1809,,
881,121,20,1,2020-08-29,1,2021-08-29,False,expired,490.59,1188,,
882,50,5,2,2018-08-07,1,2019-08-07,False,expired,2138.89,1754,,
883,20,35,1,2016-03-13,1,2017-03-13,False,expired,171.95,1113,,
884,353,25,4,2015-07-10,2,2017-07-09,True,expired,2798.14,962,,
885,496,9,2,2008-09-25,2,2010-09-25,False,expired,5550.89,1127,,
886,434,16,3,2005-11-05,2,2007-11-05,False,expired,111.26,497,,
887,231,9,1,2025-07-02,1,2026-07-02,False,active,3241.85,705,,
888,177,0,4,2021-05-12,2,2023-05-12,False,expired,115.35,1081,,
889,10,34,4,2010-05-02,1,2011-05-02,False,expired,1486.4,890,,
890,35,29,3,2014-05-27,2,2016-05-26,False,expired,2554.41,166,,
891,144,33,4,2011-02-19,1,2012-02-19,False,expired,1496.42,406,,
892,164,8,2,2021-04-18,1,2022-04-18,False,expired,727.73,896,,
893,165,24,1,2011-07-08,2,2013-07-07,False,expired,561.86,520,,
894,256,21,2,2019-01-19,1,2020-01-19,False,expired,3839.17,1277,,
895,441,20,3,2012-12-30,1,2013-12-30,False,expired,207.21,541,,
896,491,22,2,2017-02-20,1,2018-02-20,False,expired,3895.1,1753,,
897,87,31,1,2019-12-28,2,2021-12-27,False,expired,2322.27,739,,
898,444,35,1,2025-06-28,1,2026-06-28,False,active,15552.83,930,,
899,442,23,2,2005-10-01,1,2006-10-01,False,expired,867.93,1202,,
900,163,15,1,2007-11-14,1,2008-11-13,False,expired,1012.68,514,,
901,89,7,2,2008-11-29,3,2011-11-29,False,expired,527.11,1384,,
902,396,7,2,2006-11-13,1,2007-11-13,False,expired,3367.85,2102,,
903,382,14,4,2023-12-29,1,2024-12-28,False,expired,2461.48,1023,,
904,362,39,3,2008-01-09,1,2009-01-08,False,expired,236.77,567,,
905,279,20,2,2006-10-10,1,2007-10-10,False,expired,23631.85,1759,,
906,352,5,3,2024-10-09,2,2026-10-09,False,active,454.92,256,,
907,122,28,2,2025-08-10,2,2027-08-10,False,active,2105.37,1985,,
908,6,19,3,2015-11-02,2,2017-11-01,False,expired,352.91,551,,
909,93,33,3,2019-06-16,2,2021-06-15,False,expired,302.81,335,,
910,230,2,4,2017-03-01,1,2018-03-01,False,expired,122.09,992,,
911,202,9,1,2008-10-08,2,2010-10-08,False,expired,943.06,314,,
912,21,18,1,2014-05-17,1,2015-05-17,False,expired,2554.95,974,,
913,208,26,2,2014-10-13,2,2016-10-12,False,expired,254.73,1197,,
914,84,23,1,2016-10-08,1,2017-10-08,False,expired,5635.3,507,,
915,141,29,1,2007-11-06,1,2008-11-05,True,expired,2545.88,691,,
916,384,13,1,2013-11-29,2,2015-11-29,False,expired,554.42,1063,,
917,36,14,2,2008-03-31,2,2010-03-31,False,expired,8921.88,647,,
918,211,27,2,2006-01-05,2,2008-01-05,False,expired,45.32,1624,,
919,56,36,3,2011-12-05,1,2012-12-04,False,expired,356.79,213,,
920,344,29,3,2024-06-14,2,2026-06-14,False,active,7136.4,347,,
921,162,27,1,2011-12-05,2,2013-12-04,True,expired,979.7,629,,
922,138,12,1,2007-04-04,2,2009-04-03,False,expired,206.49,964,,
923,278,25,1,2023-07-02,1,2024-07-01,False,expired,975.05,1218,,
924,10,39,2,2017-03-14,3,2020-03-13,False,expired,31375.29,867,,
925,300,9,2,2023-12-02,1,2024-12-01,False,expired,791.37,2125,,
926,119,18,1,2019-02-26,1,2020-02-26,False,expired,10262.85,311,,
927,394,11,4,2007-09-08,1,2008-09-07,True,expired,41.18,1105,,
928,346,34,1,2009-12-10,3,2012-12-09,False,expired,98.59,520,,
929,283,1,3,2020-11-24,3,2023-11-24,False,expired,420.01,219,,
930,267,25,2,2017-09-16,1,2018-09-16,False,expired,6709.42,1170,,
931,73,28,2,2020-07-03,2,2022-07-03,False,expired,2455.24,1508,,
932,285,20,3,2014-12-28,1,2015-12-28,False,expired,54.75,291,,
933,125,37,2,2005-10-26,1,2006-10-26,False,expired,5652.88,1439,,
934,224,36,2,2024-03-11,1,2025-03-11,False,expired,2119.94,1251,,
935,192,20,3,2014-03-07,1,2015-03-07,False,expired,2541.79,357,,
936,405,30,3,2009-07-11,2,2011-07-11,False,expired,86.97,316,,
937,200,26,2,2007-06-15,1,2008-06-14,False,expired,9641.45,1351,,
938,429,37,3,2022-07-10,1,2023-07-10,False,expired,207.33,194,,
939,135,1,1,2025-05-19,1,2026-05-19,False,active,734.44,983,,
940,117,0,5,2018-03-14,1,2019-03-14,False,expired,5541.84,1249,,
941,240,10,2,2012-04-05,4,2016-04-04,False,expired,218.74,1949,,
942,317,25,1,2005-11-17,1,2006-11-17,False,expired,322.6,845,,
943,166,39,3,2008-07-21,1,2009-07-21,False,expired,56.54,308,,
944,4,3,2,2021-03-12,2,2023-03-12,False,expired,3109.49,856,,
945,151,31,2,2014-03-21,1,2015-03-21,True,expired,2199.25,1528,,
946,105,7,3,2008-09-25,1,2009-09-25,False,expired,211.27,249,,
947,356,6,2,2013-04-04,1,2014-04-04,False,expired,6568.41,2101,,
948,325,26,2,2012-09-03,2,2014-09-03,False,expired,3681.54,1680,,
949,316,10,2,2016-02-01,1,2017-01-31,False,expired,1970.79,736,,
950,209,29,2,2023-03-23,2,2025-03-22,False,expired,427.77,1754,,
951,17,16,1,2016-06-27,2,2018-06-27,False,expired,781.04,427,,
952,184,17,2,2024-11-17,1,2025-11-17,False,active,1280.32,2287,,
953,401,16,2,2022-01-17,2,2024-01-17,False,expired,505.93,1862,,
954,229,21,2,2006-04-13,1,2007-04-13,False,expired,444.46,1540,,
955,241,3,4,2017-11-19,1,2018-11-19,False,expired,1110.71,551,,
956,408,3,2,2008-03-24,1,2009-03-24,False,expired,45281.67,624,,
957,204,31,1,2014-08-19,2,2016-08-18,True,expired,111.73,1072,,
958,2,8,1,2024-09-29,2,2026-09-29,False,active,3285.08,891,,
959,237,6,3,2015-01-14,2,2017-01-13,False,expired,669.2,588,,
960,137,19,1,2012-09-14,3,2015-09-14,False,expired,12158.14,618,,
961,10,2,2,2023-10-19,1,2024-10-18,False,expired,3763.69,1460,,
962,42,18,1,2014-12-02,1,2015-12-02,False,expired,608.87,371,,
963,310,12,4,2019-12-19,2,2021-12-18,False,expired,446.46,331,,
964,61,26,3,2014-08-01,2,2016-07-31,False,expired,402.12,303,,
965,335,5,4,2008-03-01,1,2009-03-01,False,expired,117.92,1215,,
966,179,7,1,2021-11-26,1,2022-11-26,False,expired,292.52,823,,
967,266,23,2,2019-06-08,1,2020-06-07,False,expired,337.45,1412,,
968,454,11,2,2016-03-14,2,2018-03-14,False,expired,59.26,1727,,
969,11,26,1,2010-09-15,1,2011-09-15,False,expired,40992.7,605,,
970,251,19,2,2024-04-28,1,2025-04-28,False,expired,6638.5,1870,,
971,117,21,2,2019-08-14,2,2021-08-13,False,expired,556.93,1169,,
972,112,28,1,2009-10-15,1,2010-10-15,True,expired,14073.35,547,,
973,182,23,3,2006-01-08,2,2008-01-08,False,expired,7720.67,202,,
974,272,35,2,2013-08-17,2,2015-08-17,False,expired,3816.43,1879,,
975,381,37,1,2016-04-14,1,2017-04-14,False,expired,5463.92,926,,
976,197,24,2,2016-06-29,2,2018-06-29,False,expired,21287.53,1435,,
977,406,39,3,2024-05-04,1,2025-05-04,False,expired,1255.24,266,,
978,236,8,1,2019-04-24,1,2020-04-23,False,expired,14446.41,908,,
979,189,9,3,2007-02-08,2,2009-02-07,False,expired,514.28,362,,
980,498,15,1,2010-08-01,3,2013-07-31,False,expired,184.86,416,,
981,64,21,3,2024-07-09,1,2025-07-09,False,expired,188.91,383,,
982,309,21,1,2006-12-25,4,2010-12-24,False,expired,3777.31,413,,
983,315,18,1,2011-07-22,1,2012-07-21,False,expired,49.98,493,,
984,462,33,2,2013-07-12,1,2014-07-12,False,expired,2323.33,1770,,
985,77,24,2,2008-11-23,2,2010-11-23,False,expired,1064.12,1545,,
986,261,3,2,2014-12-24,1,2015-12-24,False,expired,438.53,1055,,
987,150,11,2,2007-12-01,2,2009-11-30,False,expired,12179.59,2184,,
988,176,15,2,2008-01-14,1,2009-01-13,True,expired,881.41,1480,,
989,1,35,3,2007-01-21,2,2009-01-20,False,expired,4740.03,591,,
990,247,22,1,2007-10-07,1,2008-10-06,False,expired,232.28,388,,
991,466,1,3,2006-09-27,1,2007-09-27,False,expired,706.63,313,,
992,11,25,2,2021-07-08,2,2023-07-08,False,expired,2229.1,2193,,
993,130,21,2,2006-02-23,1,2007-02-23,False,expired,5041.73,1586,,
994,54,19,2,2021-12-21,1,2022-12-21,False,expired,168.64,1384,,
995,357,22,2,2011-09-10,1,2012-09-09,False,expired,539.33,1517,,
996,128,36,4,2018-01-12,1,2019-01-12,False,expired,683.5,1017,,
997,175,35,1,2007-09-23,3,2010-09-22,False,expired,3812.2,1196,,
998,136,15,3,2017-02-17,1,2018-02-17,False,expired,912.87,462,,
999,221,17,2,2019-05-10,1,2020-05-09,False,expired,1105.32,1548,,
1000,51,19,3,2005-11-11,1,2006-11-11,False,expired,591.97,539,,
1001,107,13,3,2017-11-15,1,2018-11-15,False,expired,477.52,586,,
1002,372,24,3,2011-09-29,1,2012-09-28,False,expired,3048.93,200,,
1003,301,21,1,2008-11-21,2,2010-11-21,False,expired,4407.93,766,,
1004,123,38,1,2017-04-03,1,2018-04-03,False,expired,1085.0,1054,,
1005,164,20,3,2008-08-05,2,2010-08-05,False,expired,7590.83,407,,
1006,253,8,3,2017-03-06,1,2018-03-06,False,expired,2599.04,476,,
1007,69,18,1,2016-02-24,1,2017-02-23,False,expired,2313.01,546,,
1008,440,4,3,2017-02-03,1,2018-02-03,False,expired,325.23,214,,
1009,322,22,2,2016-05-02,2,2018-05-02,False,expired,719.66,1180,,
1010,124,23,3,2022-07-15,1,2023-07-15,False,expired,64.98,330,,
1011,209,17,2,2007-02-14,1,2008-02-14,False,expired,483.56,1921,,
1012,114,5,3,2012-03-29,1,2013-03-29,False,expired,168.74,228,,
1013,2,32,2,2022-07-30,1,2023-07-30,False,expired,837.55,1787,,
1014,427,32,1,2019-11-03,1,2020-11-02,False,expired,3284.86,330,,
1015,364,35,3,2025-08-28,1,2026-08-28,False,active,386.77,162,,
1016,421,17,2,2009-03-08,1,2010-03-08,False,expired,3859.51,1195,,
1017,104,25,2,2023-01-09,1,2024-01-09,False,expired,1025.26,1386,,
1018,306,5,1,2015-09-29,2,2017-09-28,False,expired,625.48,626,,
1019,267,29,1,2013-08-27,3,2016-08-26,False,expired,1902.41,666,,
1020,257,35,4,2024-06-07,1,2025-06-07,False,expired,581.51,1198,,
1021,278,37,2,2024-03-18,1,2025-03-18,False,expired,5102.13,1836,,
1022,394,8,2,2012-06-19,2,2014-06-19,False,expired,4060.02,2112,,
1023,446,8,3,2017-10-14,2,2019-10-14,False,expired,2364.83,575,,
1024,290,26,2,2017-03-29,3,2020-03-28,False,expired,270.82,1677,,
1025,192,14,3,2017-08-10,1,2018-08-10,False,expired,156.68,412,,
1026,97,38,2,2007-04-27,1,2008-04-26,False,expired,778.4,1843,,
1027,93,39,2,2009-03-12,2,2011-03-12,False,expired,15876.85,600,,
1028,176,16,1,2020-05-12,1,2021-05-12,False,expired,6935.85,583,,
1029,498,15,1,2016-04-17,2,2018-04-17,False,expired,2746.41,349,,
1030,254,28,1,2022-06-21,1,2023-06-21,False,expired,968.71,471,,
1031,63,19,2,2010-12-29,1,2011-12-29,False,expired,5898.85,1771,,
1032,354,19,3,2019-02-20,1,2020-02-20,False,expired,2156.77,194,,
1033,240,30,1,2016-05-09,1,2017-05-09,False,expired,764.27,934,,
1034,414,22,1,2017-03-13,1,2018-03-13,False,expired,455.74,1245,,
1035,30,22,2,2013-10-30,1,2014-10-30,False,expired,26035.33,631,,
1036,121,12,2,2023-07-06,3,2026-07-05,False,active,1155.91,1982,,
1037,234,7,1,2005-12-15,1,2006-12-15,False,expired,1000.84,878,,
1038,326,38,3,2021-02-12,1,2022-02-12,False,expired,281.01,572,,
1039,299,10,2,2020-10-31,1,2021-10-31,False,expired,2233.45,1892,,
1040,363,12,1,2012-04-11,2,2014-04-11,False,expired,2208.12,414,,
1041,169,10,1,2007-05-22,1,2008-05-21,False,expired,2746.47,829,,
1042,181,34,3,2018-02-11,1,2019-02-11,False,expired,713.67,516,,
1043,346,19,2,2015-07-30,1,2016-07-29,False,expired,613.58,791,,
1044,459,29,1,2024-02-05,1,2025-02-04,False,expired,396.85,1081,,
1045,363,25,3,2018-08-11,2,2020-08-10,False,expired,129.27,572,,
1046,338,13,2,2013-06-28,2,2015-06-28,False,expired,449.52,2479,,
1047,150,2,1,2007-03-28,1,2008-03-27,False,expired,1855.61,1029,,
1048,323,15,3,2007-10-16,1,2008-10-15,False,expired,276.22,500,,
1049,494,18,1,2025-03-05,1,2026-03-05,False,active,312.6,676,,
1050,112,29,1,2022-08-05,3,2025-08-04,False,expired,7016.92,430,,
1051,230,4,3,2016-02-23,2,2018-02-22,False,expired,844.01,530,,
1052,137,19,1,2017-09-24,2,2019-09-24,False,expired,3030.34,1057,,
1053,432,11,1,2021-02-07,2,2023-02-07,False,expired,824.91,819,,
1054,16,26,2,2020-12-08,1,2021-12-08,False,expired,888.96,1531,,
1055,316,25,1,2024-10-12,1,2025-10-12,False,active,4291.98,547,,
1056,353,36,1,2020-04-20,2,2022-04-20,False,expired,12538.55,843,,
1057,260,17,2,2018-12-10,1,2019-12-10,False,expired,84.88,2416,,
1058,472,33,1,2005-09-26,2,2007-09-26,False,expired,757.65,985,,
1059,451,36,2,2013-10-16,4,2017-10-15,False,expired,359.46,1537,,
1060,259,19,3,2011-09-22,1,2012-09-21,False,expired,357.99,290,,
1061,387,27,2,2007-06-09,2,2009-06-08,False,expired,556.2,1505,,
1062,335,25,2,2006-07-25,1,2007-07-25,False,expired,1603.17,951,,
1063,471,20,2,2014-10-05,2,2016-10-04,False,expired,1325.14,1677,,
1064,19,12,2,2007-05-12,2,2009-05-11,False,expired,7530.82,1643,,
1065,2,35,2,2007-08-01,1,2008-07-31,False,expired,1385.64,904,,
1066,137,32,1,2005-12-12,1,2006-12-12,False,expired,1133.07,934,,
1067,316,5,1,2021-02-13,1,2022-02-13,False,expired,753.62,889,,
1068,496,19,1,2016-06-13,1,2017-06-13,False,expired,3998.21,1081,,
1069,48,32,2,2013-08-27,2,2015-08-27,False,expired,18252.95,1064,,
1070,393,23,2,2013-10-12,1,2014-10-12,False,expired,1708.37,1156,,
1071,89,18,1,2024-02-13,2,2026-02-12,False,active,541.91,1140,,
1072,86,36,1,2018-03-27,1,2019-03-27,False,expired,1096.46,501,,
1073,336,20,2,2011-01-16,1,2012-01-16,False,expired,4264.23,2469,,
1074,130,22,3,2006-03-14,3,2009-03-13,False,expired,39.14,518,,
1075,370,34,3,2022-06-19,1,2023-06-19,False,expired,310.54,549,,
1076,202,13,5,2014-09-06,1,2015-09-06,False,expired,229.7,576,,
1077,215,39,1,2019-07-20,1,2020-07-19,False,expired,10011.86,1168,,
1078,202,17,1,2008-03-15,2,2010-03-15,False,expired,2072.71,708,,
1079,272,25,1,2006-01-18,1,2007-01-18,False,expired,4998.83,1016,,
1080,38,21,1,2021-11-05,3,2024-11-04,False,expired,812.74,561,,
1081,42,26,3,2023-12-27,1,2024-12-26,False,expired,99.63,298,,
1082,387,5,3,2017-06-19,1,2018-06-19,False,expired,670.17,289,,
1083,104,1,1,2018-07-03,1,2019-07-03,False,expired,8964.35,1042,,
1084,75,36,1,2008-07-08,1,2009-07-08,False,expired,1797.9,693,,
1085,239,6,2,2023-09-06,2,2025-09-05,False,active,5407.79,755,,
1086,32,24,4,2025-01-26,1,2026-01-26,False,active,1942.54,687,,
1087,226,10,2,2008-10-04,2,2010-10-04,False,expired,25922.34,676,,
1088,159,34,2,2007-12-22,2,2009-12-21,False,expired,96.76,1379,,
1089,330,39,1,2019-05-18,1,2020-05-17,False,expired,161.04,672,,
1090,72,38,3,2013-03-26,2,2015-03-26,False,expired,574.68,600,,
1091,88,9,2,2015-04-21,3,2018-04-20,False,expired,3657.59,1814,,
1092,298,29,1,2017-02-16,3,2020-02-16,False,expired,655.45,1119,,
1093,144,30,1,2010-03-23,1,2011-03-23,False,expired,1916.04,825,,
1094,335,10,1,2017-01-21,2,2019-01-21,False,expired,536.27,1095,,
1095,246,38,3,2013-03-09,1,2014-03-09,False,expired,1737.58,253,,
1096,274,32,1,2022-11-05,2,2024-11-04,False,expired,3790.7,694,,
